Kingdom,Phylum,Class,Order,Family,Genus,ScientificName,CommonName,Slug,Description,ConservationStatus,IsSensitive,ThumbnailUrl
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus robustus,Mora brava,rubus-robustus,Arbusto vigoroso con espinas prominentes y frutos comestibles. Se encuentra frecuentemente en bordes de caminos y áreas perturbadas.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/8127522/original.jpg
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus urticifolius,Mora de hoja de ortiga,rubus-urticifolius,"Especie con hojas que recuerdan a la ortiga, de ahí su nombre científico. Produce frutos pequeños y es común en bosques secundarios.",LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/97742900/original.jpeg
Animalia,Chordata,Amphibia,Anura,Centrolenidae,Rulyrana,Rulyrana susatamai,Rana de cristal de Susatama,rulyrana-susatamai,"Pequeña rana de cristal caracterizada por su piel ventral transparente que permite observar sus órganos internos. Habita en arroyos de montaña en los Andes colombianos, incluyendo zonas de Caldas.",DD,False,https://inaturalist-open-data.s3.amazonaws.com/photos/150347262/original.jpeg
Animalia,Chordata,Aves,Passeriformes,Cotingidae,Rupicola,Rupicola peruvianus,Gallito de roca andino,rupicola-peruvianus,"Ave icónica de los bosques andinos, famosa por el plumaje rojo brillante de los machos y sus complejos rituales de cortejo. Es una especie emblemática para la observación de aves en el departamento de Caldas.",LC,False,
Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,Gavilán pollero,rupornis-magnirostris,Ave rapaz de tamaño mediano muy adaptable que habita desde bosques hasta zonas rurales y urbanas. Es común verla posada en postes de luz o árboles solitarios en Caldas.,LC,False,http://upload.wikimedia.org/wikipedia/commons/7/7e/Buteo_magnirostris_-Goias_-Brazil-8.jpg
Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula brevipes,Hongo de tallo corto,russula-brevipes,Hongo micorrícico con un sombrero blanquecino y tallo robusto y corto. Se encuentra comúnmente en suelos boscosos de zonas templadas y frías.,NE,False,https://images.mushroomobserver.org/orig/1493420.jpg
Animalia,Chordata,Amphibia,Anura,Centrolenidae,Sachatamia,Sachatamia punctulata,Rana de cristal punteada,sachatamia-punctulata,Anfibio nocturno que habita cerca de corrientes de agua en bosques húmedos. Se distingue por sus puntos oscuros en el dorso y su comportamiento reproductivo sobre hojas.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/59788029/original.jpg
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus leucopus,Tití gris,saguinus-leucopus,"Primate endémico de Colombia, caracterizado por su pelaje grisáceo y su comportamiento social activo. Habita en los bosques secos y húmedos de los valles interandinos, incluyendo partes de Caldas.",EN,True,http://upload.wikimedia.org/wikipedia/commons/7/7c/HapaleLeucopusKeulemans.jpg
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Saltator,Saltator atripennis,Saltador alinegro,saltator-atripennis,"Ave de tamaño mediano con un canto fuerte y distintivo, común en bordes de bosque y zonas arbustivas. Se identifica fácilmente por sus alas oscuras y su pico robusto.",LC,False,
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Saltator,Saltator cinctus,Saltador enmascarado,saltator-cinctus,Especie rara y poco conocida que habita en los bosques nublados de los Andes. Es valorada por observadores de aves debido a su escasez y patrones de plumaje únicos.,NT,False,
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Saltator,Saltator striatipectus,Saltador listado,saltator-striatipectus,Ave de plumaje grisáceo con rayas características en el pecho y un pico grueso adaptado para comer semillas y frutos. Es frecuente en jardines y zonas rurales de Caldas.,LC,False,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia carnea,Salvia roja,salvia-carnea,Planta arbustiva con flores tubulares de color rojo intenso que atraen a colibríes. Es valorada en la jardinería ornamental por su resistencia y belleza.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/108345227/large.jpeg
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia palifolia,Salvia de hoja de palma,salvia-palifolia,"Arbusto perenne con hojas grandes y rugosas, característico de los bosques nublados de los Andes. Presenta inflorescencias terminales con flores pequeñas de color azul o violeta.",LC,False,https://farm1.staticflickr.com/297/19466259942_c698b438b7.jpg
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia scutellarioides,Salvia azul,salvia-scutellarioides,Hierba o arbusto pequeño con flores de un azul intenso muy llamativo. Es común en los bordes de caminos y zonas abiertas de la cordillera Central.,LC,False,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Saracha,Saracha quitensis,Uvilla de monte,saracha-quitensis,Arbusto de la familia de las solanáceas que produce frutos carnosos comestibles. Se encuentra frecuentemente en zonas de páramo y subpáramo de Caldas.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/135363944/original.jpeg
Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Satyria,Satyria breviflora,Colmillo de monte,satyria-breviflora,"Arbusto epífito o terrestre con flores tubulares de colores brillantes, generalmente rojo y blanco. Es una especie importante para la polinización por colibríes.",LC,False,http://fm-digital-assets.fieldmuseum.org/26/155/4719.jpg
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Saucerottia,Saucerottia saucerottei,Colibrí bronceado,saucerottia-saucerottei,Colibrí de tamaño mediano con plumaje verde bronceado y cola oscura. Es una especie común en jardines y bordes de bosque en los Andes colombianos.,LC,False,
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis,Sayornis nigricans,Atrapamoscas negro,sayornis-nigricans,"Ave pequeña de color negro con el vientre blanco, que suele posarse cerca de cuerpos de agua. Es muy activa capturando insectos en vuelo.",LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/176389183/original.jpeg
Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Scaphyglottis,Scaphyglottis aurea,Orquídea dorada,scaphyglottis-aurea,Orquídea epífita con pseudobulbos delgados y flores pequeñas de color amarillo o dorado. Crece en bosques húmedos de montaña.,LC,False,
Animalia,Chordata,Aves,Apodiformes,Trochilidae,Schistes,Schistes albogularis,Colibrí piquicorto,schistes-albogularis,Colibrí pequeño con una mancha blanca distintiva en la garganta y plumaje iridiscente. Habita en el sotobosque de selvas húmedas y bosques nublados.,LC,False,
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Schizophyllaceae,Schizophyllum,Schizophyllum commune,Hongo de abanico,schizophyllum-commune,"Hongo cosmopolita que crece sobre madera muerta, caracterizado por sus láminas divididas que parecen un abanico. Es un descomponedor primario de materia orgánica.",LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/32700698/original.jpg
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Schultesianthus,Schultesianthus coriaceus,Bejuco de monte,schultesianthus-coriaceus,"Liana o arbusto trepador con hojas coriáceas y flores tubulares. Se encuentra en los bosques andinos, adaptada a condiciones de sombra.",LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/111421347/original.jpg
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus granatensis,Ardilla de cola roja,sciurus-granatensis,"Roedor arborícola de tamaño mediano con pelaje rojizo o pardo y cola larga y tupida. Es común en los bosques andinos de Caldas, donde cumple un papel clave en la dispersión de semillas.",LC,False,
Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus pucheranii,Ardilla andina,sciurus-pucheranii,Pequeña ardilla propia de los bosques de niebla de los Andes colombianos. Se distingue por su tamaño reducido y su pelaje denso adaptado a climas fríos.,LC,False,
Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,Scytalopus,Scytalopus griseicollis,Tapaculo andino,scytalopus-griseicollis,Ave pequeña de hábitos terrestres y comportamiento esquivo que habita el sotobosque denso. Es reconocida por su canto distintivo y su dificultad para ser observada en la espesura.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/11555381/original.jpg
Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Sechium,Sechium edule,Guatila,sechium-edule,"Planta trepadora cultivada ampliamente por su fruto comestible, fundamental en la dieta campesina de Caldas. Es valorada por su versatilidad culinaria y propiedades nutricionales.",NE,False,
Plantae,Lycopodiophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,Selaginella erythropus,Selaginela,selaginella-erythropus,"Planta vascular sin semillas que crece en lugares húmedos y sombreados. Se caracteriza por sus tallos rojizos y follaje delicado, siendo común en el sotobosque de Caldas.",NE,False,http://sweetgum.nybg.org/images3/2101/023/02697586.jpg
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio formosoides,Senecio,senecio-formosoides,"Planta herbácea o arbustiva de alta montaña, adaptada a los ecosistemas de páramo. Posee flores amarillas características de la familia Asteraceae.",NE,False,https://upload.wikimedia.org/wikipedia/commons/a/a3/Senecio_formosoides_%289211369567%29.jpg
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio formosus,Margarita de páramo,senecio-formosus,"Especie emblemática de los páramos andinos, conocida por sus grandes flores amarillas. Es vital para la estabilidad del suelo en ecosistemas de alta montaña.",LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/177651264/large.jpg
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,Senecio niveoaureus,Senecio de páramo,senecio-niveoaureus,"Planta adaptada a condiciones extremas de alta montaña, con hojas cubiertas de pubescencia blanquecina. Es un componente esencial de la flora paramuna en Caldas.",NE,False,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,Senna multiglandulosa,Sen,senna-multiglandulosa,"Arbusto de flores amarillas brillantes, común en zonas de ladera y bordes de bosque. Es valorado por su capacidad de fijación de nitrógeno en el suelo.",NE,False,http://upload.wikimedia.org/wikipedia/commons/0/0b/Senna_multiglandulosa_3.jpg
Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Sericoptera,Sericoptera mahometaria,Polilla de seda,sericoptera-mahometaria,Polilla de hábitos nocturnos con patrones alares complejos que le permiten camuflarse en la corteza de los árboles. Es un componente poco estudiado de la biodiversidad de lepidópteros en Caldas.,NE,False,
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sericossypha,Sericossypha albocristata,Tangara crestiblanca,sericossypha-albocristata,"Ave de plumaje negro intenso con una distintiva cresta blanca en la coronilla. Habita en los bosques nublados de los Andes colombianos, incluyendo zonas altas de Caldas.",VU,False,
Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Serjania,Serjania mexicana,Barbasco,serjania-mexicana,Liana leñosa trepadora con zarcillos y flores pequeñas. Es común en áreas perturbadas y bordes de bosque en regiones tropicales y subtropicales.,LC,False,https://inaturalist-open-data.s3.amazonaws.com/photos/70100971/large.jpeg
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Serpocaulon,Serpocaulon fraxinifolium,Helecho serpiente,serpocaulon-fraxinifolium,Helecho epífito o terrestre con rizomas rastreros y frondas pinnadas. Se encuentra frecuentemente en bosques húmedos de montaña.,LC,False,http://sweetgum.nybg.org/images3/2148/453/02704082.jpg
Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Serpocaulon,Serpocaulon levigatum,Helecho rastrero,serpocaulon-levigatum,Helecho caracterizado por sus rizomas escamosos y frondas coriáceas. Es una especie común en el sotobosque de los Andes colombianos.,LC,False,
Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Serpophaga,Serpophaga cinerea,Atrapamoscas torrentero,serpophaga-cinerea,Pequeña ave de color grisáceo que habita cerca de ríos y quebradas de corriente rápida. Se alimenta principalmente de insectos capturados sobre el agua.,LC,False,http://upload.wikimedia.org/wikipedia/commons/9/93/Torrent_Tyrannulet.jpg
Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,Setophaga aestiva,Reinita amarilla,setophaga-aestiva,Ave migratoria de color amarillo brillante con estrías rojizas en el pecho. Es un visitante frecuente de jardines y bosques abiertos durante el invierno boreal.,LC,False,
Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,Setophaga castanea,Reinita castaña,setophaga-castanea,Ave migratoria que presenta un color castaño distintivo en la cabeza y flancos durante la época de reproducción. Pasa por Colombia en sus rutas migratorias hacia el sur.,LC,False,http://upload.wikimedia.org/wikipedia/commons/a/af/Dendroica-castanea-001.jpg
Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,Setophaga cerulea,Reinita cerúlea,setophaga-cerulea,Pequeña ave migratoria de color azul cielo en el dorso. Se encuentra en peligro debido a la pérdida de hábitat en sus zonas de reproducción y migración.,NT,False,http://upload.wikimedia.org/wikipedia/commons/f/f3/Dendroica-cerulea-002.jpg
Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,Setophaga fusca,Reinita gorginaranja,setophaga-fusca,Ave migratoria con una llamativa garganta de color naranja intenso. Es observada en el dosel de los bosques andinos durante su paso migratorio.,LC,False,http://upload.wikimedia.org/wikipedia/commons/f/fe/Dendroica-fusca-001.jpg
Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,Setophaga petechia,Reinita de manglar,setophaga-petechia,"Similar a la reinita amarilla, esta especie suele asociarse a zonas costeras y manglares. Es un ave insectívora muy activa en el follaje.",LC,False,http://upload.wikimedia.org/wikipedia/commons/f/f3/Resident_adult_male_yellow_or_mangrove_warbler.JPG
Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,Setophaga pitiayumi,Reinita tropical,setophaga-pitiayumi,"Ave pequeña de plumaje amarillo brillante con antifaz negro y alas grisáceas. Es común en bosques y zonas arboladas de Caldas, alimentándose principalmente de insectos.",LC,False,
Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,Setophaga ruticilla,Candelita norteña,setophaga-ruticilla,Ave migratoria con un patrón distintivo de colores negro y naranja en los machos. Se observa ocasionalmente en los ecosistemas de Caldas durante su paso migratorio.,LC,False,https://upload.wikimedia.org/wikipedia/commons/7/71/American_Redstart.jpg
Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,Setophaga striata,Reinita estriada,setophaga-striata,Pequeña ave migratoria conocida por realizar uno de los viajes más largos entre Norteamérica y Sudamérica. Presenta un plumaje estriado característico durante su fase no reproductiva.,NT,False,http://upload.wikimedia.org/wikipedia/commons/4/46/Dendroica_striata_MN.jpg
Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Sibovia,Sibovia prodigiosa,Chicharrita prodigiosa,sibovia-prodigiosa,Insecto pequeño de colores vibrantes que se alimenta de la savia de plantas. Es un componente importante de la biodiversidad de insectos en los bosques andinos de Caldas.,NE,False,
Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sicalis,Sicalis flaveola,Canario sabanero,sicalis-flaveola,Ave de color amarillo intenso muy común en zonas abiertas y jardines de Caldas. Es apreciada por su canto melodioso y su adaptabilidad a entornos humanos.,LC,False,http://upload.wikimedia.org/wikipedia/commons/4/40/Saffron_Finch_30.JPG
Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Simira,Simira cordifolia,Palo de agua,simira-cordifolia,"Árbol de tamaño mediano con hojas grandes y cordadas, típico de los bosques húmedos premontanos. Sus flores blancas son fragantes y atraen polinizadores locales.",LC,False,http://colecciones.humboldt.org.co/rec/imagenes/FMB/FMB-100158/FMB-100158.JPG
Animalia,Arthropoda,Insecta,Diptera,Simuliidae,Simulium,Simulium,Jejen,simulium,"Pequeños dípteros cuyas hembras se alimentan de sangre, siendo comunes cerca de fuentes de agua corriente. Son conocidos en Caldas por sus picaduras molestas.",NE,False,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Simulium_P1370234a.jpg/800px-Simulium_P1370234a.jpg
